ID_PI,KPI,Gebied,Date,Value
1,TEVREDENHEID,Pampus,May/14,8.7
1,TEVREDENHEID,Pampus,Jun/14,8.7
1,TEVREDENHEID,Pampus,Jul/14,8.7
1,TEVREDENHEID,Pampus,Aug/14,8.7
1,TEVREDENHEID,Pampus,Sep/14,8.7
1,TEVREDENHEID,Pampus,Oct/14,8.7
1,TEVREDENHEID,Pampus,Nov/14,8.7
1,TEVREDENHEID,Pampus,Dec/14,8.7
1,TEVREDENHEID,Poort,Jan/14,8.7
1,TEVREDENHEID,Poort,Feb/14,8.7
1,TEVREDENHEID,Poort,Mar/14,8.7
1,TEVREDENHEID,Poort,Apr/14,8.7
1,TEVREDENHEID,Poort,May/14,8.7
1,TEVREDENHEID,Poort,Jun/14,8.7
1,TEVREDENHEID,Poort,Jul/14,8.7
1,TEVREDENHEID,Poort,Aug/14,8.7
1,TEVREDENHEID,Poort,Sep/14,8.7
1,TEVREDENHEID,Poort,Oct/14,8.7
1,TEVREDENHEID,Poort,Nov/14,8.7
1,TEVREDENHEID,Poort,Dec/14,8.7
1,TEVREDENHEID,Stad,Jan/14,8.7
1,TEVREDENHEID,Stad,Feb/14,8.7
1,TEVREDENHEID,Stad,Mar/14,8.7
1,TEVREDENHEID,Stad,Apr/14,8.7
1,TEVREDENHEID,Stad,May/14,8.7
1,TEVREDENHEID,Stad,Jun/14,8.7
1,TEVREDENHEID,Stad,Jul/14,8.7
1,TEVREDENHEID,Stad,Aug/14,8.7
1,TEVREDENHEID,Stad,Sep/14,8.7
1,TEVREDENHEID,Stad,Oct/14,8.7
1,TEVREDENHEID,Stad,Nov/14,8.7
1,TEVREDENHEID,Stad,Dec/14,8.7
1,TEVREDENHEID,Hout,Jan/14,8.7
1,TEVREDENHEID,Hout,Feb/14,8.7
1,TEVREDENHEID,Hout,Mar/14,8.7
1,TEVREDENHEID,Hout,Apr/14,8.7
1,TEVREDENHEID,Hout,May/14,8.7
1,TEVREDENHEID,Hout,Jun/14,8.7
1,TEVREDENHEID,Hout,Jul/14,8.7
1,TEVREDENHEID,Hout,Aug/14,8.7
1,TEVREDENHEID,Hout,Sep/14,8.7
1,TEVREDENHEID,Hout,Oct/14,8.7
1,TEVREDENHEID,Hout,Nov/14,8.7
1,TEVREDENHEID,Hout,Dec/14,8.7
1,TEVREDENHEID,Poort,Jan/14,8.7
1,TEVREDENHEID,Poort,Feb/14,8.7
1,TEVREDENHEID,Poort,Mar/14,8.7
1,TEVREDENHEID,Poort,Apr/14,8.7
1,TEVREDENHEID,Poort,May/14,8.7
1,TEVREDENHEID,Poort,Jun/14,8.7
1,TEVREDENHEID,Poort,Jul/14,8.7
1,TEVREDENHEID,Poort,Aug/14,8.7
1,TEVREDENHEID,Poort,Sep/14,8.7
1,TEVREDENHEID,Poort,Oct/14,8.7
1,TEVREDENHEID,Poort,Nov/14,8.7
1,TEVREDENHEID,Poort,Dec/14,8.7
1,PLANREALISATIE,Almere,Jan/09,8.7
1,PLANREALISATIE,Almere,Feb/09,8.7
1,PLANREALISATIE,Almere,Mar/09,8.7
1,PLANREALISATIE,Almere,Apr/09,8.7
1,PLANREALISATIE,Almere,May/09,8.7
1,PLANREALISATIE,Almere,Jun/09,8.7
1,PLANREALISATIE,Almere,Jul/09,8.7
1,PLANREALISATIE,Almere,Aug/09,8.7
1,PLANREALISATIE,Almere,Sep/09,8.7
1,PLANREALISATIE,Almere,Oct/09,8.7
1,PLANREALISATIE,Almere,Nov/09,8.7
1,PLANREALISATIE,Almere,Dec/09,8.7
1,PLANREALISATIE,Haven,Jan/09,8.7
1,PLANREALISATIE,Haven,Feb/09,8.7
1,PLANREALISATIE,Haven,Mar/09,8.7
1,PLANREALISATIE,Haven,Apr/09,8.7
1,PLANREALISATIE,Haven,May/09,8.7
1,PLANREALISATIE,Haven,Jun/09,8.7
1,PLANREALISATIE,Haven,Jul/09,8.7
1,PLANREALISATIE,Haven,Aug/09,8.7
1,PLANREALISATIE,Haven,Sep/09,8.7
1,PLANREALISATIE,Haven,Oct/09,8.7
1,PLANREALISATIE,Haven,Nov/09,8.7
1,PLANREALISATIE,Haven,Dec/09,8.7
1,PLANREALISATIE,Pampus,Jan/09,8.7
1,PLANREALISATIE,Pampus,Feb/09,8.7
1,PLANREALISATIE,Pampus,Mar/09,8.7
1,PLANREALISATIE,Pampus,Apr/09,8.7
1,PLANREALISATIE,Pampus,May/09,8.7
1,PLANREALISATIE,Pampus,Jun/09,8.7
1,PLANREALISATIE,Pampus,Jul/09,8.7
1,PLANREALISATIE,Pampus,Aug/09,8.7
1,PLANREALISATIE,Pampus,Sep/09,8.7
1,PLANREALISATIE,Pampus,Oct/09,8.7
1,PLANREALISATIE,Pampus,Nov/09,8.7
1,PLANREALISATIE,Pampus,Dec/09,8.7
1,PLANREALISATIE,Poort,Jan/09,8.7
1,PLANREALISATIE,Poort,Feb/09,8.7
1,PLANREALISATIE,Poort,Mar/09,8.7
1,PLANREALISATIE,Poort,Apr/09,8.7
1,PLANREALISATIE,Poort,May/09,8.7
1,PLANREALISATIE,Poort,Jun/09,8.7
1,PLANREALISATIE,Poort,Jul/09,8.7
1,PLANREALISATIE,Poort,Aug/09,8.7
1,PLANREALISATIE,Poort,Sep/09,8.7
1,PLANREALISATIE,Poort,Oct/09,8.7
1,PLANREALISATIE,Poort,Nov/09,8.7
1,PLANREALISATIE,Poort,Dec/09,8.7
1,PLANREALISATIE,Stad,Jan/09,8.7
1,PLANREALISATIE,Stad,Feb/09,8.7
1,PLANREALISATIE,Stad,Mar/09,8.7
1,PLANREALISATIE,Stad,Apr/09,8.7
1,PLANREALISATIE,Stad,May/09,8.7
1,PLANREALISATIE,Stad,Jun/09,8.7
1,PLANREALISATIE,Stad,Jul/09,8.7
1,PLANREALISATIE,Stad,Aug/09,8.7
1,PLANREALISATIE,Stad,Sep/09,8.7
1,PLANREALISATIE,Stad,Oct/09,8.7
1,PLANREALISATIE,Stad,Nov/09,8.7
1,PLANREALISATIE,Stad,Dec/09,8.7
1,PLANREALISATIE,Hout,Jan/09,8.7
1,PLANREALISATIE,Hout,Feb/09,8.7
1,PLANREALISATIE,Hout,Mar/09,8.7
1,PLANREALISATIE,Hout,Apr/09,8.7
1,PLANREALISATIE,Hout,May/09,8.7
1,PLANREALISATIE,Hout,Jun/09,8.7
1,PLANREALISATIE,Hout,Jul/09,8.7
1,PLANREALISATIE,Hout,Aug/09,8.7
1,PLANREALISATIE,Hout,Sep/09,8.7
1,PLANREALISATIE,Hout,Oct/09,8.7
1,PLANREALISATIE,Hout,Nov/09,8.7
1,PLANREALISATIE,Hout,Dec/09,8.7
1,PLANREALISATIE,Poort,Jan/09,8.7
1,PLANREALISATIE,Poort,Feb/09,8.7
1,PLANREALISATIE,Poort,Mar/09,8.7
1,PLANREALISATIE,Poort,Apr/09,8.7
1,PLANREALISATIE,Poort,May/09,8.7
1,PLANREALISATIE,Poort,Jun/09,8.7
1,PLANREALISATIE,Poort,Jul/09,8.7
1,PLANREALISATIE,Poort,Aug/09,8.7
1,PLANREALISATIE,Poort,Sep/09,8.7
1,PLANREALISATIE,Poort,Oct/09,8.7
1,PLANREALISATIE,Poort,Nov/09,8.7
1,PLANREALISATIE,Poort,Dec/09,8.7
1,PLANREALISATIE,Almere,Jan/10,8.7
1,PLANREALISATIE,Almere,Feb/10,8.7
1,PLANREALISATIE,Almere,Mar/10,8.7
1,PLANREALISATIE,Almere,Apr/10,8.7
1,PLANREALISATIE,Almere,May/10,8.7
1,PLANREALISATIE,Almere,Jun/10,8.7
1,PLANREALISATIE,Almere,Jul/10,8.7
1,PLANREALISATIE,Almere,Aug/10,8.7
1,PLANREALISATIE,Almere,Sep/10,8.7
1,PLANREALISATIE,Almere,Oct/10,8.7
1,PLANREALISATIE,Almere,Nov/10,8.7
1,PLANREALISATIE,Almere,Dec/10,8.7
1,PLANREALISATIE,Haven,Jan/10,8.7
1,PLANREALISATIE,Haven,Feb/10,8.7
1,PLANREALISATIE,Haven,Mar/10,8.7
1,PLANREALISATIE,Haven,Apr/10,8.7
1,PLANREALISATIE,Haven,May/10,8.7
1,PLANREALISATIE,Haven,Jun/10,8.7
1,PLANREALISATIE,Haven,Jul/10,8.7
1,PLANREALISATIE,Haven,Aug/10,8.7
1,PLANREALISATIE,Haven,Sep/10,8.7
1,PLANREALISATIE,Haven,Oct/10,8.7
1,PLANREALISATIE,Haven,Nov/10,8.7
1,PLANREALISATIE,Haven,Dec/10,8.7
1,PLANREALISATIE,Pampus,Jan/10,8.7
1,PLANREALISATIE,Pampus,Feb/10,8.7
1,PLANREALISATIE,Pampus,Mar/10,8.7
1,PLANREALISATIE,Pampus,Apr/10,8.7
1,PLANREALISATIE,Pampus,May/10,8.7
1,PLANREALISATIE,Pampus,Jun/10,8.7
1,PLANREALISATIE,Pampus,Jul/10,8.7
1,PLANREALISATIE,Pampus,Aug/10,8.7
1,PLANREALISATIE,Pampus,Sep/10,8.7
1,PLANREALISATIE,Pampus,Oct/10,8.7
1,PLANREALISATIE,Pampus,Nov/10,8.7
1,PLANREALISATIE,Pampus,Dec/10,8.7
1,PLANREALISATIE,Poort,Jan/10,8.7
1,PLANREALISATIE,Poort,Feb/10,8.7
1,PLANREALISATIE,Poort,Mar/10,8.7
1,PLANREALISATIE,Poort,Apr/10,8.7
1,PLANREALISATIE,Poort,May/10,8.7
1,PLANREALISATIE,Poort,Jun/10,8.7
1,PLANREALISATIE,Poort,Jul/10,8.7
1,PLANREALISATIE,Poort,Aug/10,8.7
1,PLANREALISATIE,Poort,Sep/10,8.7
1,PLANREALISATIE,Poort,Oct/10,8.7
1,PLANREALISATIE,Poort,Nov/10,8.7
1,PLANREALISATIE,Poort,Dec/10,8.7
1,PLANREALISATIE,Stad,Jan/10,8.7
1,PLANREALISATIE,Stad,Feb/10,8.7
1,PLANREALISATIE,Stad,Mar/10,8.7
1,PLANREALISATIE,Stad,Apr/10,8.7
1,PLANREALISATIE,Stad,May/10,8.7
1,PLANREALISATIE,Stad,Jun/10,8.7
1,PLANREALISATIE,Stad,Jul/10,8.7
1,PLANREALISATIE,Stad,Aug/10,8.7
1,PLANREALISATIE,Stad,Sep/10,8.7
1,PLANREALISATIE,Stad,Oct/10,8.7
1,PLANREALISATIE,Stad,Nov/10,8.7
1,PLANREALISATIE,Stad,Dec/10,8.7
1,PLANREALISATIE,Hout,Jan/10,8.7
1,PLANREALISATIE,Hout,Feb/10,8.7
1,PLANREALISATIE,Hout,Mar/10,8.7
1,PLANREALISATIE,Hout,Apr/10,8.7
1,PLANREALISATIE,Hout,May/10,8.7
1,PLANREALISATIE,Hout,Jun/10,8.7
1,PLANREALISATIE,Hout,Jul/10,8.7
1,PLANREALISATIE,Hout,Aug/10,8.7
1,PLANREALISATIE,Hout,Sep/10,8.7
1,PLANREALISATIE,Hout,Oct/10,8.7
1,PLANREALISATIE,Hout,Nov/10,8.7
1,PLANREALISATIE,Hout,Dec/10,8.7
1,PLANREALISATIE,Poort,Jan/10,8.7
1,PLANREALISATIE,Poort,Feb/10,8.7
1,PLANREALISATIE,Poort,Mar/10,8.7
1,PLANREALISATIE,Poort,Apr/10,8.7
1,PLANREALISATIE,Poort,May/10,8.7
1,PLANREALISATIE,Poort,Jun/10,8.7
1,PLANREALISATIE,Poort,Jul/10,8.7
1,PLANREALISATIE,Poort,Aug/10,8.7
1,PLANREALISATIE,Poort,Sep/10,8.7
1,PLANREALISATIE,Poort,Oct/10,8.7
1,PLANREALISATIE,Poort,Nov/10,8.7
1,PLANREALISATIE,Poort,Dec/10,8.7
1,PLANREALISATIE,Almere,Jan/11,8.7
1,PLANREALISATIE,Almere,Feb/11,8.7
1,PLANREALISATIE,Almere,Mar/11,8.7
1,PLANREALISATIE,Almere,Apr/11,8.7
1,PLANREALISATIE,Almere,May/11,8.7
1,PLANREALISATIE,Almere,Jun/11,8.7
1,PLANREALISATIE,Almere,Jul/11,8.7
1,PLANREALISATIE,Almere,Aug/11,8.7
1,PLANREALISATIE,Almere,Sep/11,8.7
1,PLANREALISATIE,Almere,Oct/11,8.7
1,PLANREALISATIE,Almere,Nov/11,8.7
1,PLANREALISATIE,Almere,Dec/11,8.7
1,PLANREALISATIE,Haven,Jan/11,8.7
1,PLANREALISATIE,Haven,Feb/11,8.7
1,PLANREALISATIE,Haven,Mar/11,8.7
1,PLANREALISATIE,Haven,Apr/11,8.7
1,PLANREALISATIE,Haven,May/11,8.7
1,PLANREALISATIE,Haven,Jun/11,8.7
1,PLANREALISATIE,Haven,Jul/11,8.7
1,PLANREALISATIE,Haven,Aug/11,8.7
1,PLANREALISATIE,Haven,Sep/11,8.7
1,PLANREALISATIE,Haven,Oct/11,8.7
1,PLANREALISATIE,Haven,Nov/11,8.7
1,PLANREALISATIE,Haven,Dec/11,8.7
1,PLANREALISATIE,Pampus,Jan/11,8.7
1,PLANREALISATIE,Pampus,Feb/11,8.7
1,PLANREALISATIE,Pampus,Mar/11,8.7
1,PLANREALISATIE,Pampus,Apr/11,8.7
1,PLANREALISATIE,Pampus,May/11,8.7
1,PLANREALISATIE,Pampus,Jun/11,8.7
1,PLANREALISATIE,Pampus,Jul/11,8.7
1,PLANREALISATIE,Pampus,Aug/11,8.7
1,PLANREALISATIE,Pampus,Sep/11,8.7
1,PLANREALISATIE,Pampus,Oct/11,8.7
1,PLANREALISATIE,Pampus,Nov/11,8.7
1,PLANREALISATIE,Pampus,Dec/11,8.7
1,PLANREALISATIE,Poort,Jan/11,8.7
1,PLANREALISATIE,Poort,Feb/11,8.7
1,PLANREALISATIE,Poort,Mar/11,8.7
1,PLANREALISATIE,Poort,Apr/11,8.7
1,PLANREALISATIE,Poort,May/11,8.7
1,PLANREALISATIE,Poort,Jun/11,8.7
1,PLANREALISATIE,Poort,Jul/11,8.7
1,PLANREALISATIE,Poort,Aug/11,8.7
1,PLANREALISATIE,Poort,Sep/11,8.7
1,PLANREALISATIE,Poort,Oct/11,8.7
1,PLANREALISATIE,Poort,Nov/11,8.7
1,PLANREALISATIE,Poort,Dec/11,8.7
1,PLANREALISATIE,Stad,Jan/11,8.7
1,PLANREALISATIE,Stad,Feb/11,8.7
1,PLANREALISATIE,Stad,Mar/11,8.7
1,PLANREALISATIE,Stad,Apr/11,8.7
1,PLANREALISATIE,Stad,May/11,8.7
1,PLANREALISATIE,Stad,Jun/11,8.7
1,PLANREALISATIE,Stad,Jul/11,8.7
1,PLANREALISATIE,Stad,Aug/11,8.7
1,PLANREALISATIE,Stad,Sep/11,8.7
1,PLANREALISATIE,Stad,Oct/11,8.7
1,PLANREALISATIE,Stad,Nov/11,8.7
1,PLANREALISATIE,Stad,Dec/11,8.7
1,PLANREALISATIE,Hout,Jan/11,8.7
1,PLANREALISATIE,Hout,Feb/11,8.7
1,PLANREALISATIE,Hout,Mar/11,8.7
1,PLANREALISATIE,Hout,Apr/11,8.7
1,PLANREALISATIE,Hout,May/11,8.7
1,PLANREALISATIE,Hout,Jun/11,8.7
1,PLANREALISATIE,Hout,Jul/11,8.7
1,PLANREALISATIE,Hout,Aug/11,8.7
1,PLANREALISATIE,Hout,Sep/11,8.7
1,PLANREALISATIE,Hout,Oct/11,8.7
1,PLANREALISATIE,Hout,Nov/11,8.7
1,PLANREALISATIE,Hout,Dec/11,8.7
1,PLANREALISATIE,Poort,Jan/11,8.7
1,PLANREALISATIE,Poort,Feb/11,8.7
1,PLANREALISATIE,Poort,Mar/11,8.7
1,PLANREALISATIE,Poort,Apr/11,8.7
1,PLANREALISATIE,Poort,May/11,8.7
1,PLANREALISATIE,Poort,Jun/11,8.7
1,PLANREALISATIE,Poort,Jul/11,8.7
1,PLANREALISATIE,Poort,Aug/11,8.7
1,PLANREALISATIE,Poort,Sep/11,8.7
1,PLANREALISATIE,Poort,Oct/11,8.7
1,PLANREALISATIE,Poort,Nov/11,8.7
1,PLANREALISATIE,Poort,Dec/11,8.7
1,PLANREALISATIE,Almere,Jan/12,8.7
1,PLANREALISATIE,Almere,Feb/12,8.7
1,PLANREALISATIE,Almere,Mar/12,8.7
1,PLANREALISATIE,Almere,Apr/12,8.7
1,PLANREALISATIE,Almere,May/12,8.7
1,PLANREALISATIE,Almere,Jun/12,8.7
1,PLANREALISATIE,Almere,Jul/12,8.7
1,PLANREALISATIE,Almere,Aug/12,8.7
1,PLANREALISATIE,Almere,Sep/12,8.7
1,PLANREALISATIE,Almere,Oct/12,8.7
1,PLANREALISATIE,Almere,Nov/12,8.7
1,PLANREALISATIE,Almere,Dec/12,8.7
1,PLANREALISATIE,Haven,Jan/12,8.7
1,PLANREALISATIE,Haven,Feb/12,8.7
1,PLANREALISATIE,Haven,Mar/12,8.7
1,PLANREALISATIE,Haven,Apr/12,8.7
1,PLANREALISATIE,Haven,May/12,8.7
1,PLANREALISATIE,Haven,Jun/12,8.7
1,PLANREALISATIE,Haven,Jul/12,8.7
1,PLANREALISATIE,Haven,Aug/12,8.7
1,PLANREALISATIE,Haven,Sep/12,8.7
1,PLANREALISATIE,Haven,Oct/12,8.7
1,PLANREALISATIE,Haven,Nov/12,8.7
1,PLANREALISATIE,Haven,Dec/12,8.7
1,PLANREALISATIE,Pampus,Jan/12,8.7
1,PLANREALISATIE,Pampus,Feb/12,8.7
1,PLANREALISATIE,Pampus,Mar/12,8.7
1,PLANREALISATIE,Pampus,Apr/12,8.7
1,PLANREALISATIE,Pampus,May/12,8.7
1,PLANREALISATIE,Pampus,Jun/12,8.7
1,PLANREALISATIE,Pampus,Jul/12,8.7
1,PLANREALISATIE,Pampus,Aug/12,8.7
1,PLANREALISATIE,Pampus,Sep/12,8.7
1,PLANREALISATIE,Pampus,Oct/12,8.7
1,PLANREALISATIE,Pampus,Nov/12,8.7
1,PLANREALISATIE,Pampus,Dec/12,8.7
1,PLANREALISATIE,Poort,Jan/12,8.7
1,PLANREALISATIE,Poort,Feb/12,8.7
1,PLANREALISATIE,Poort,Mar/12,8.7
1,PLANREALISATIE,Poort,Apr/12,8.7
1,PLANREALISATIE,Poort,May/12,8.7
1,PLANREALISATIE,Poort,Jun/12,8.7
1,PLANREALISATIE,Poort,Jul/12,8.7
1,PLANREALISATIE,Poort,Aug/12,8.7
1,PLANREALISATIE,Poort,Sep/12,8.7
1,PLANREALISATIE,Poort,Oct/12,8.7
1,PLANREALISATIE,Poort,Nov/12,8.7
1,PLANREALISATIE,Poort,Dec/12,8.7
1,PLANREALISATIE,Stad,Jan/12,8.7
1,PLANREALISATIE,Stad,Feb/12,8.7
1,PLANREALISATIE,Stad,Mar/12,8.7
1,PLANREALISATIE,Stad,Apr/12,8.7
1,PLANREALISATIE,Stad,May/12,8.7
1,PLANREALISATIE,Stad,Jun/12,8.7
1,PLANREALISATIE,Stad,Jul/12,8.7
1,PLANREALISATIE,Stad,Aug/12,8.7
1,PLANREALISATIE,Stad,Sep/12,8.7
1,PLANREALISATIE,Stad,Oct/12,8.7
1,PLANREALISATIE,Stad,Nov/12,8.7
1,PLANREALISATIE,Stad,Dec/12,8.7
1,PLANREALISATIE,Hout,Jan/12,8.7
1,PLANREALISATIE,Hout,Feb/12,8.7
1,PLANREALISATIE,Hout,Mar/12,8.7
1,PLANREALISATIE,Hout,Apr/12,8.7
1,PLANREALISATIE,Hout,May/12,8.7
1,PLANREALISATIE,Hout,Jun/12,8.7
1,PLANREALISATIE,Hout,Jul/12,8.7
1,PLANREALISATIE,Hout,Aug/12,8.7
1,PLANREALISATIE,Hout,Sep/12,8.7
1,PLANREALISATIE,Hout,Oct/12,8.7
1,PLANREALISATIE,Hout,Nov/12,8.7
1,PLANREALISATIE,Hout,Dec/12,8.7
1,PLANREALISATIE,Poort,Jan/12,8.7
1,PLANREALISATIE,Poort,Feb/12,8.7
1,PLANREALISATIE,Poort,Mar/12,8.7
1,PLANREALISATIE,Poort,Apr/12,8.7
1,PLANREALISATIE,Poort,May/12,8.7
1,PLANREALISATIE,Poort,Jun/12,8.7
1,PLANREALISATIE,Poort,Jul/12,8.7
1,PLANREALISATIE,Poort,Aug/12,8.7
1,PLANREALISATIE,Poort,Sep/12,8.7
1,PLANREALISATIE,Poort,Oct/12,8.7
1,PLANREALISATIE,Poort,Nov/12,8.7
1,PLANREALISATIE,Poort,Dec/12,8.7
1,PLANREALISATIE,Almere,Jan/13,8.7
1,PLANREALISATIE,Almere,Feb/13,8.7
1,PLANREALISATIE,Almere,Mar/13,8.7
1,PLANREALISATIE,Almere,Apr/13,8.7
1,PLANREALISATIE,Almere,May/13,8.7
1,PLANREALISATIE,Almere,Jun/13,8.7
1,PLANREALISATIE,Almere,Jul/13,8.7
1,PLANREALISATIE,Almere,Aug/13,8.7
1,PLANREALISATIE,Almere,Sep/13,8.7
1,PLANREALISATIE,Almere,Oct/13,8.7
1,PLANREALISATIE,Almere,Nov/13,8.7
1,PLANREALISATIE,Almere,Dec/13,8.7
1,PLANREALISATIE,Haven,Jan/13,8.7
1,PLANREALISATIE,Haven,Feb/13,8.7
1,PLANREALISATIE,Haven,Mar/13,8.7
1,PLANREALISATIE,Haven,Apr/13,8.7
1,PLANREALISATIE,Haven,May/13,8.7
1,PLANREALISATIE,Haven,Jun/13,8.7
1,PLANREALISATIE,Haven,Jul/13,8.7
1,PLANREALISATIE,Haven,Aug/13,8.7
1,PLANREALISATIE,Haven,Sep/13,8.7
1,PLANREALISATIE,Haven,Oct/13,8.7
1,PLANREALISATIE,Haven,Nov/13,8.7
1,PLANREALISATIE,Haven,Dec/13,8.7
1,PLANREALISATIE,Pampus,Jan/13,8.7
1,PLANREALISATIE,Pampus,Feb/13,8.7
1,PLANREALISATIE,Pampus,Mar/13,8.7
1,PLANREALISATIE,Pampus,Apr/13,8.7
1,PLANREALISATIE,Pampus,May/13,8.7
1,PLANREALISATIE,Pampus,Jun/13,8.7
1,PLANREALISATIE,Pampus,Jul/13,8.7
1,PLANREALISATIE,Pampus,Aug/13,8.7
1,PLANREALISATIE,Pampus,Sep/13,8.7
1,PLANREALISATIE,Pampus,Oct/13,8.7
1,PLANREALISATIE,Pampus,Nov/13,8.7
1,PLANREALISATIE,Pampus,Dec/13,8.7
1,PLANREALISATIE,Poort,Jan/13,8.7
1,PLANREALISATIE,Poort,Feb/13,8.7
1,PLANREALISATIE,Poort,Mar/13,8.7
1,PLANREALISATIE,Poort,Apr/13,8.7
1,PLANREALISATIE,Poort,May/13,8.7
1,PLANREALISATIE,Poort,Jun/13,8.7
1,PLANREALISATIE,Poort,Jul/13,8.7
1,PLANREALISATIE,Poort,Aug/13,8.7
1,PLANREALISATIE,Poort,Sep/13,8.7
1,PLANREALISATIE,Poort,Oct/13,8.7
1,PLANREALISATIE,Poort,Nov/13,8.7
1,PLANREALISATIE,Poort,Dec/13,8.7
1,PLANREALISATIE,Stad,Jan/13,8.7
1,PLANREALISATIE,Stad,Feb/13,8.7
1,PLANREALISATIE,Stad,Mar/13,8.7
1,PLANREALISATIE,Stad,Apr/13,8.7
1,PLANREALISATIE,Stad,May/13,8.7
1,PLANREALISATIE,Stad,Jun/13,8.7
1,PLANREALISATIE,Stad,Jul/13,8.7
1,PLANREALISATIE,Stad,Aug/13,8.7
1,PLANREALISATIE,Stad,Sep/13,8.7
1,PLANREALISATIE,Stad,Oct/13,8.7
